Player,Season,Season Type,Team,Games,Min,Pts,OReb,Dreb,Reb,Ast,Stl,Blk,TO,PF,FGM,FGA,FG%,3PTM,3PTA,3PT%,FTM,FTA,FT%,Pos
James Harden,2017-2018,REG,Rockets,60,35.56,30.92,0.53,4.6,5.13,8.68,1.85,0.7,4.33,2.43,9.15,20.28,0.451,3.9,10.4,0.375,8.72,10.03,0.869,SF
Anthony Davis,2017-2018,REG,Pelicans,59,36.46,27.78,2.58,8.46,11.03,2.31,1.51,2.47,2.2,2.19,10.2,19.32,0.528,0.76,2.25,0.338,6.61,7.9,0.837,PF
Giannis Antetokounmpo,2017-2018,REG,Bucks,64,37.18,27.28,2.11,8,10.11,4.77,1.45,1.42,2.92,3.08,10.02,18.88,0.531,0.53,1.77,0.301,6.72,8.89,0.756,SF
LeBron James,2017-2018,REG,Cavaliers,68,37.04,27.01,1.13,7.43,8.56,8.96,1.54,0.97,4.28,1.66,10.35,19.03,0.544,1.81,4.88,0.37,4.5,6.19,0.727,SG
Damian Lillard,2017-2018,REG,Trail Blazers,61,36.52,26.82,0.72,3.74,4.46,6.56,1,0.38,3.05,1.64,8.54,19.21,0.445,3.21,8.49,0.378,6.52,7.18,0.909,SG
Kevin Durant,2017-2018,REG,Warriors,59,34.59,26.64,0.51,6.25,6.76,5.41,0.75,1.81,3.08,2,9.37,17.98,0.521,2.61,6.08,0.429,5.29,5.97,0.886,SG
Stephen Curry,2017-2018,REG,Warriors,48,31.92,26.19,0.73,4.42,5.15,6.15,1.63,0.15,3.1,2.27,8.33,16.71,0.499,4.19,9.73,0.43,5.33,5.83,0.914,PF
Russell Westbrook,2017-2018,REG,Thunder,68,36.17,25.29,1.78,7.85,9.63,10.16,1.81,0.25,4.72,2.35,9.49,21.18,0.448,1.19,4.18,0.285,5.13,6.99,0.735,PF
DeMarcus Cousins,2017-2018,REG,Pelicans,46,36.38,25.22,2.17,10.83,13,5.39,1.63,1.52,4.98,3.76,8.48,18.04,0.47,2.15,6.13,0.351,6.11,8.15,0.749,SF
Devin Booker,2017-2018,REG,Suns,54,34.54,24.91,0.46,4.02,4.48,4.69,0.87,0.26,3.59,3.11,8.43,19.52,0.432,2.72,7.11,0.383,5.33,6.07,0.878,PG
Kyrie Irving,2017-2018,REG,Celtics,60,32.19,24.43,0.55,3.23,3.78,5.1,1.08,0.28,2.33,2.03,8.9,18.12,0.491,2.77,6.78,0.408,3.87,4.35,0.889,PG
Joel Embiid,2017-2018,REG,76ers,56,31.24,23.59,2.25,8.7,10.95,3.25,0.64,1.77,3.86,3.38,8.39,17.23,0.487,1.05,3.45,0.306,5.75,7.57,0.759,SG
DeMar DeRozan,2017-2018,REG,Raptors,68,34.01,23.59,0.78,3.24,4.01,5.13,1.16,0.26,2.25,1.81,8.28,17.88,0.463,1.16,3.63,0.32,5.87,7.1,0.826,SF
Victor Oladipo,2017-2018,REG,Pacers,63,34.22,23.48,0.59,4.7,5.29,4.22,2.22,0.78,3,2.33,8.63,18.32,0.471,2.16,5.87,0.368,4.05,5.03,0.804,SF
Bradley Beal,2017-2018,REG,Wizards,69,36.53,23.33,0.8,3.74,4.54,4.67,1.19,0.48,2.65,1.9,8.59,18.59,0.462,2.45,6.54,0.375,3.7,4.7,0.787,C
Lou Williams,2017-2018,REG,Clippers,66,32.76,22.98,0.5,2.12,2.62,5.38,1.06,0.24,2.94,1.33,7.44,17.03,0.437,2.58,7.11,0.362,5.53,6.33,0.873,PF
Kemba Walker,2017-2018,REG,Hornets,67,34.9,22.75,0.39,2.81,3.19,5.81,1.19,0.31,2.18,1.36,7.58,17.6,0.431,2.99,7.61,0.392,4.6,5.43,0.846,PF
Kristaps Porzingis,2017-2018,REG,Knicks,48,32.36,22.67,1.29,5.29,6.58,1.19,0.75,2.4,1.94,2.94,8.13,18.52,0.439,1.88,4.75,0.395,4.54,5.73,0.793,C
LaMarcus Aldridge,2017-2018,REG,Spurs,62,33.44,22.24,3.29,4.98,8.27,2.05,0.52,1.08,1.55,2.18,8.77,17.63,0.498,0.4,1.31,0.309,4.29,5.18,0.829,PF
Jimmy Butler,2017-2018,REG,Timberwolves,56,37.08,22.2,1.34,4.11,5.45,4.98,1.93,0.41,1.84,1.32,7.45,15.75,0.473,1.23,3.46,0.356,6.07,7.02,0.865,PF
Paul George,2017-2018,REG,Thunder,67,36.34,21.85,0.87,4.7,5.57,3.36,2.03,0.54,2.66,2.88,7.39,16.88,0.438,3.15,7.69,0.41,3.93,4.88,0.804,SG
CJ McCollum,2017-2018,REG,Trail Blazers,67,36.07,21.81,0.61,3.27,3.88,3.19,0.94,0.4,1.85,2.16,8.27,18.46,0.448,2.51,5.97,0.42,2.76,3.27,0.845,C
Blake Griffin,2017-2018,REG,"Clippers, Pistons",52,34.08,21.71,1.29,6.13,7.42,5.54,0.75,0.31,2.94,2.4,7.56,17.46,0.433,1.9,5.6,0.34,4.69,5.96,0.787,SF
Karl-Anthony Towns,2017-2018,REG,Timberwolves,69,35.23,20.71,2.91,9.29,12.2,2.38,0.8,1.45,1.94,3.39,7.58,13.8,0.549,1.43,3.41,0.421,4.12,4.8,0.858,PG
Khris Middleton,2017-2018,REG,Bucks,68,36.5,19.97,0.53,4.65,5.18,3.99,1.31,0.19,2.32,3.28,7.22,15.46,0.467,1.75,4.97,0.352,3.78,4.34,0.871,PF
Donovan Mitchell,2017-2018,REG,Jazz,66,32.97,19.77,0.61,3.08,3.68,3.58,1.44,0.38,2.73,2.83,7.26,16.62,0.437,2.39,6.89,0.347,2.86,3.47,0.825,PG
TJ Warren,2017-2018,REG,Suns,64,32.99,19.72,1.94,3.22,5.16,1.31,0.98,0.63,1.28,2.31,8.2,16.44,0.499,0.3,1.39,0.214,3.02,3.98,0.757,SF
Tyreke Evans,2017-2018,REG,Grizzlies,50,31.01,19.48,0.84,4.26,5.1,5.16,1.08,0.3,2.16,1.82,7.06,15.58,0.453,2.22,5.54,0.401,3.14,3.94,0.797,PF
Klay Thompson,2017-2018,REG,Warriors,64,34.28,19.45,0.38,3.47,3.84,2.67,0.69,0.47,1.75,1.66,7.63,15.69,0.486,3.05,6.95,0.438,1.16,1.39,0.832,C
Jrue Holiday,2017-2018,REG,Pelicans,66,36.57,19.35,0.7,3.68,4.38,5.89,1.41,0.77,2.5,2.41,7.7,15.59,0.494,1.56,4.55,0.343,2.39,3,0.798,PG
John Wall,2017-2018,REG,Wizards,37,34.31,19.35,0.51,3,3.51,9.27,1.32,1.14,3.59,1.86,6.81,16.3,0.418,1.43,4,0.358,4.3,5.97,0.719,PG
Dennis Schroder,2017-2018,REG,Hawks,64,30.94,19.16,0.67,2.41,3.08,6.17,1.11,0.09,2.72,2.14,7.34,16.98,0.432,1.13,3.89,0.289,3.34,3.88,0.863,PF
Tobias Harris,2017-2018,REG,"Pistons, Clippers",65,33.32,18.68,0.75,4.83,5.58,2.22,0.86,0.45,1.23,2,6.97,15.12,0.461,2.37,5.75,0.412,2.37,2.83,0.837,PF
Chris Paul,2017-2018,REG,Rockets,50,31.85,18.66,0.62,4.84,5.46,8.04,1.74,0.26,2.28,2.46,6.32,13.68,0.462,2.42,6.38,0.379,3.6,3.92,0.918,C
Harrison Barnes,2017-2018,REG,Mavericks,66,34.17,18.61,1.06,5.33,6.39,1.94,0.68,0.2,1.52,1.26,6.86,15.36,0.447,1.38,3.98,0.346,3.5,4.23,0.828,C
Eric Gordon,2017-2018,REG,Rockets,59,31.44,18.44,0.36,2.12,2.47,2.22,0.63,0.39,1.92,1.69,6.07,14.37,0.422,3.2,9.03,0.355,3.1,3.78,0.821,PF
Aaron Gordon,2017-2018,REG,Magic,47,33.66,18.26,1.7,6.72,8.43,2.28,0.89,0.79,1.85,1.98,6.64,14.98,0.443,2.02,5.81,0.348,2.96,4.21,0.702,SG
Jeremy Lin,2017-2018,REG,Nets,1,25.18,18,0,0,0,4,0,0,3,3,5,12,0.417,1,2,0.5,7,7,1,SG
Andrew Wiggins,2017-2018,REG,Timberwolves,69,36.19,17.9,0.99,3.14,4.13,1.8,1.06,0.65,1.75,2,7.03,15.9,0.442,1.38,4.23,0.325,2.46,3.86,0.639,PG
Kevin Love,2017-2018,REG,Cavaliers,48,27.97,17.85,1.92,7.42,9.33,1.63,0.69,0.42,1.5,2.1,5.79,12.54,0.462,2.19,5.42,0.404,4.08,4.63,0.883,SF
Marc Gasol,2017-2018,REG,Grizzlies,64,33.77,17.78,1.13,7.38,8.5,4.14,0.67,1.45,2.78,2.53,6.09,14.58,0.418,1.42,4.38,0.325,4.17,5.02,0.832,C
Evan Fournier,2017-2018,REG,Magic,57,32.25,17.77,0.4,2.74,3.14,2.89,0.82,0.28,1.67,2.42,6.46,14.07,0.459,2.23,5.88,0.379,2.63,3.04,0.867,C
Gary Harris,2017-2018,REG,Nuggets,65,34.85,17.66,0.57,2.11,2.68,2.97,1.85,0.23,1.82,1.83,6.65,13.68,0.486,2.38,5.97,0.399,1.98,2.4,0.827,SG
Goran Dragic,2017-2018,REG,Heat,64,31.71,17.45,0.73,3.27,4,4.83,0.84,0.19,2.14,2.41,6.53,14.63,0.447,1.47,4.08,0.36,2.92,3.72,0.786,SF
Eric Bledsoe,2017-2018,REG,"Suns, Bucks",60,31.3,17.3,0.73,3.07,3.8,4.63,2.05,0.55,2.98,2.45,6.12,13.48,0.454,1.68,4.98,0.338,3.38,4.32,0.784,C
Tim Hardaway Jr.,2017-2018,REG,Knicks,47,33.03,17.28,0.55,3.45,4,2.77,1.04,0.21,1.64,2.21,6.3,15.02,0.419,2.17,7.06,0.307,2.51,3.09,0.814,C
Nikola Vucevic,2017-2018,REG,Magic,46,30.19,17.28,1.7,7.46,9.15,3.35,0.98,1.11,2.09,2.54,7.28,14.7,0.496,1.33,3.89,0.341,1.39,1.74,0.8,SF
Nikola Jokic,2017-2018,REG,Nuggets,62,31.46,17.23,2.6,7.82,10.42,6.13,1.15,0.76,2.82,2.77,6.18,12.4,0.498,1.34,3.52,0.381,3.53,4.18,0.846,PF
Mike Conley,2017-2018,REG,Grizzlies,12,31.1,17.08,0,2.25,2.25,4.08,1,0.25,1.5,2,5.33,14,0.381,2,6.42,0.312,4.42,5.5,0.803,PG
Carmelo Anthony,2017-2018,REG,Thunder,66,32.18,16.8,0.82,5.06,5.88,1.27,0.62,0.64,1.33,2.61,6.3,15.44,0.408,2.2,6.09,0.361,2,2.61,0.767,PG
Zach LaVine,2017-2018,REG,Bulls,24,27.35,16.71,0.38,3.58,3.96,3,1,0.17,1.79,2.29,5.67,14.79,0.383,1.75,5.13,0.341,3.63,4.46,0.813,SG
JJ Redick,2017-2018,REG,76ers,56,31.17,16.61,0.16,2.39,2.55,3.09,0.55,0.09,1.48,1.91,5.54,12.34,0.449,2.7,6.54,0.413,2.84,3.13,0.909,C
Dwight Howard,2017-2018,REG,Hornets,69,30.56,16.46,3.07,9,12.07,1.33,0.64,1.72,2.61,3.14,6.23,11.12,0.561,0.01,0.07,0.2,3.99,7.04,0.566,SF
Jamal Murray,2017-2018,REG,Nuggets,68,30.51,16.37,1,2.65,3.65,3.16,0.96,0.29,2.13,2.06,5.87,12.66,0.463,1.99,5.12,0.388,2.65,2.93,0.905,PG
Kyle Lowry,2017-2018,REG,Raptors,65,32.11,16.32,0.95,4.68,5.63,6.66,1.22,0.15,2.28,2.42,5.14,12.18,0.422,2.95,7.57,0.39,3.09,3.63,0.852,SF
Kawhi Leonard,2017-2018,REG,Spurs,9,23.32,16.22,0.67,4,4.67,2.33,2,1,1.78,1,5.78,12.33,0.468,1.22,3.89,0.314,3.44,4.22,0.816,SG
Brandon Ingram,2017-2018,REG,Lakers,57,33.77,16.21,0.98,4.37,5.35,3.86,0.77,0.75,2.49,2.77,6.12,13.05,0.469,0.67,1.75,0.38,3.3,4.79,0.689,SG
Ben Simmons,2017-2018,REG,76ers,66,34.54,16.18,1.77,5.98,7.76,7.68,1.68,0.88,3.56,2.67,6.85,12.82,0.534,0,0.15,0,2.48,4.33,0.573,SG
D'Angelo Russell,2017-2018,REG,Nets,34,25.58,16.15,0.68,3.09,3.76,4.76,0.71,0.26,3.09,2.06,5.97,14.12,0.423,1.74,5.35,0.324,2.47,3.26,0.757,SF
Danilo Gallinari,2017-2018,REG,Clippers,19,32.35,15.95,0.42,4.47,4.89,2.11,0.58,0.32,1.21,1.42,5.16,12.68,0.407,1.79,5.58,0.321,3.84,4.05,0.948,PF
Julius Randle,2017-2018,REG,Lakers,68,25.93,15.74,2.18,5.6,7.78,2.53,0.53,0.62,2.54,3.31,6.13,10.76,0.57,0.13,0.62,0.214,3.34,4.76,0.701,SF
Isaiah Thomas,2017-2018,REG,"Cavaliers, Lakers",29,27.03,15.69,0.55,1.55,2.1,5,0.52,0.1,2.93,1.72,5.03,13.31,0.378,1.86,6.1,0.305,3.76,4.17,0.901,SF
Nikola Mirotic,2017-2018,REG,"Bulls, Pelicans",42,27.01,15.55,1.05,6.02,7.07,1.48,0.76,0.71,1.21,2,5.48,12.26,0.447,2.5,6.52,0.383,2.1,2.6,0.807,PF
Austin Rivers,2017-2018,REG,Clippers,47,33.43,15.49,0.43,2.06,2.49,3.79,1.11,0.21,1.83,2.51,5.81,13.36,0.435,2.28,5.98,0.381,1.6,2.49,0.641,SG
Kyle Kuzma,2017-2018,REG,Lakers,66,30.14,15.47,1.23,4.94,6.17,1.79,0.62,0.47,1.68,2.09,5.86,13.14,0.446,1.98,5.39,0.368,1.76,2.5,0.703,SG
Rodney Hood,2017-2018,REG,"Jazz, Cavaliers",51,27.22,15.14,0.35,2.43,2.78,1.59,0.75,0.22,1.37,1.78,5.49,13.04,0.421,2.27,6,0.379,1.88,2.14,0.881,SF
Dario Saric,2017-2018,REG,76ers,66,30.58,15.09,2.12,4.86,6.98,2.65,0.65,0.29,2.02,2.14,5.3,11.56,0.459,2.06,5.18,0.398,2.42,2.77,0.874,SF
Andre Drummond,2017-2018,REG,Pistons,66,33.22,14.98,5.23,10.53,15.76,3.21,1.59,1.59,2.65,3.26,5.98,11.33,0.528,0,0.11,0,3.02,4.94,0.61,PF
Will Barton,2017-2018,REG,Nuggets,68,32.37,14.97,0.84,4.1,4.94,4.15,1.03,0.59,1.85,1.99,5.54,12.32,0.45,1.82,5.04,0.362,2.06,2.62,0.787,PF
